build ID,commit,prev commit,time,file change,is test run,tests
125349,722a2a86ea5a8745446b45f87a269b622c8ef6e7#eb6263084eff0e9f719c3df8e6dbba019f01d8f6#1a823d647e1f16dd07e327812fd55d0efb8c4fa9#9960b5b1893cb75b00ba727df358aa93eda7466d#2afb6462864a99538c41e99af12fbdce07df2a8e#8dd05a5e5b59a665a2f48256af82a581c936f460#0aeab944bf814f81555f4369e4acc8249844c741#c63dfb88fe731fb6f3b62217e372a6287ecba494,eae9c14#2b6167f,9/3/2011 19:47,public/javascripts/widgets/likes.js#spec/javascripts/content-updater-spec.js#app/views/comments/_comment.html.haml#app/views/likes/_likes_container.haml#app/views/likes/update.js.erb#app/views/shared/_stream_element.html.haml#public/javascripts/content-updater.js#public/javascripts/diaspora.js#public/javascripts/widgets/comment.js#public/javascripts/widgets/stream-element.js#spec/controllers/aspects_controller_spec.rb#spec/javascripts/widgets/comment-stream-spec.js#lib/diaspora/markdownify.rb#app/models/status_message.rb#app/controllers/photos_controller.rb#app/controllers/people_controller.rb#spec/controllers/people_controller_spec.rb#public/stylesheets/sass/lightbox.scss,TRUE,features/accepts_invitation.feature#features/change_email.feature#features/change_password.feature#features/closes_account.feature#features/comments.feature#features/connects_users.feature#features/conversations.feature#features/disconnects_users.feature#features/edits_profile.feature#features/follows_tags.feature#features/infinite_scroll.feature#features/logs_in_and_out.feature#features/manages_aspects.feature#features/mentions.feature#features/mobile.feature#features/notifications.feature#features/oauth.feature#features/photos.feature#features/posts.feature#features/reshare.feature#features/signs_up.feature#features/tags.feature
125446,13ba4eb3b24b5dc7b6036dd64caf3ed60fe5cb93,722a2a8,9/3/2011 20:04,public/javascripts/vendor/jquery.expander.js#public/javascripts/widgets/comment.js#public/javascripts/widgets/stream-element.js,TRUE,features/accepts_invitation.feature#features/change_email.feature#features/change_password.feature#features/closes_account.feature#features/comments.feature#features/connects_users.feature#features/conversations.feature#features/disconnects_users.feature#features/edits_profile.feature#features/follows_tags.feature#features/infinite_scroll.feature#features/logs_in_and_out.feature#features/manages_aspects.feature#features/mentions.feature#features/mobile.feature#features/notifications.feature#features/oauth.feature#features/photos.feature#features/posts.feature#features/reshare.feature#features/signs_up.feature#features/tags.feature
125207,c8046842c0af7fe80b709eb8de5824216c166462,3fe6f47#13ba4eb,9/3/2011 20:24,public/javascripts/vendor/jquery.expander.js#public/javascripts/widgets/comment.js#public/javascripts/widgets/stream-element.js,TRUE,
125478,79b4d0ef573b401b024a0ad98a4d3b83ccf5ef89,c804684,9/3/2011 20:26,.travis.yml,TRUE,
125218,2eca2c0f408aed41016ed905d45ffa9335374990,79b4d0e,9/3/2011 20:37,.travis.yml#config/ci/xvfb,TRUE,
125541,392db905cb7e353805bd6fdd1af0c14c673fa020,2eca2c0,9/3/2011 20:46,config/ci/xvfb,TRUE,features/accepts_invitation.feature#features/change_email.feature#features/change_password.feature#features/closes_account.feature#features/comments.feature#features/connects_users.feature#features/conversations.feature#features/disconnects_users.feature#features/edits_profile.feature#features/follows_tags.feature#features/infinite_scroll.feature#features/logs_in_and_out.feature#features/manages_aspects.feature#features/mentions.feature#features/mobile.feature#features/notifications.feature#features/oauth.feature#features/photos.feature#features/posts.feature#features/reshare.feature#features/signs_up.feature#features/tags.feature
125634,14324aecc2875d96375999caa24b94126ba5f155,392db90,9/3/2011 21:11,.travis.yml#lib/tasks/cruise.rake,TRUE,features/uri-tests/uri.feature
125593,0a3f353f6aeed321ceaab2d3c144b5f7ded701c1,14324ae,9/3/2011 21:26,.travis.yml#lib/tasks/cruise.rake,TRUE,
125553,24315c1bbed56e822ca9150e0dd260456fc01ea8,0a3f353,9/3/2011 21:35,.travis.yml,TRUE,
125433,fd689154611f72f9e268133e0eb7f04b9f161aa9,24315c1,9/3/2011 21:49,public/javascripts/pages/tags-show.js,TRUE,
